Year,Month_Num,Month,YearMonth,Count,Vehicle_Class
2023,6,June,2023-06,16686.0,Class 7
2023,6,June,2023-06,48031.0,Class 8
2023,6,June,2023-06,129846.0,Class 9
2023,7,July,2023-07,9882727.0,Class 1
2023,7,July,2023-07,30701.0,Class 11
2023,7,July,2023-07,288493.0,Class 2
2023,7,July,2023-07,81151.0,Class 3
2023,7,July,2023-07,53645.0,Class 4
2023,7,July,2023-07,249799.0,Class 5
2023,7,July,2023-07,8573.0,Class 6
2023,7,July,2023-07,17382.0,Class 7
2023,7,July,2023-07,48612.0,Class 8
2023,7,July,2023-07,124599.0,Class 9
2023,8,August,2023-08,9852653.0,Class 1
2023,8,August,2023-08,32398.0,Class 11
2023,8,August,2023-08,311174.0,Class 2
2023,8,August,2023-08,88857.0,Class 3
2023,8,August,2023-08,56939.0,Class 4
2023,8,August,2023-08,264131.0,Class 5
2023,8,August,2023-08,8782.0,Class 6
2023,8,August,2023-08,17190.0,Class 7
2023,8,August,2023-08,49998.0,Class 8
2023,8,August,2023-08,133634.0,Class 9
2023,9,September,2023-09,9153893.0,Class 1
2023,9,September,2023-09,28859.0,Class 11
2023,9,September,2023-09,292906.0,Class 2
2023,9,September,2023-09,80529.0,Class 3
2023,9,September,2023-09,53803.0,Class 4
2023,9,September,2023-09,247237.0,Class 5
2023,9,September,2023-09,7968.0,Class 6
2023,9,September,2023-09,14540.0,Class 7
2023,9,September,2023-09,46823.0,Class 8
2023,9,September,2023-09,121943.0,Class 9
2023,10,October,2023-10,9511443.0,Class 1
2023,10,October,2023-10,25402.0,Class 11
2023,10,October,2023-10,307017.0,Class 2
2023,10,October,2023-10,89788.0,Class 3
2023,10,October,2023-10,57294.0,Class 4
2023,10,October,2023-10,272478.0,Class 5
2023,10,October,2023-10,7929.0,Class 6
2023,10,October,2023-10,13959.0,Class 7
2023,10,October,2023-10,50763.0,Class 8
2023,10,October,2023-10,132876.0,Class 9
2023,11,November,2023-11,9193030.0,Class 1
2023,11,November,2023-11,13934.0,Class 11
2023,11,November,2023-11,291023.0,Class 2
2023,11,November,2023-11,84615.0,Class 3
2023,11,November,2023-11,55401.0,Class 4
2023,11,November,2023-11,264825.0,Class 5
2023,11,November,2023-11,8243.0,Class 6
2023,11,November,2023-11,11523.0,Class 7
2023,11,November,2023-11,48641.0,Class 8
2023,11,November,2023-11,124236.0,Class 9
2023,12,December,2023-12,9478037.0,Class 1
2023,12,December,2023-12,9228.0,Class 11
2023,12,December,2023-12,280334.0,Class 2
2023,12,December,2023-12,81059.0,Class 3
2023,12,December,2023-12,51210.0,Class 4
2023,12,December,2023-12,260238.0,Class 5
2023,12,December,2023-12,7724.0,Class 6
2023,12,December,2023-12,10023.0,Class 7
2023,12,December,2023-12,48731.0,Class 8
2023,12,December,2023-12,120812.0,Class 9
2024,1,January,2024-01,8399022.0,Class 1
2024,1,January,2024-01,6342.0,Class 11
2024,1,January,2024-01,283674.0,Class 2
2024,1,January,2024-01,85436.0,Class 3
2024,1,January,2024-01,51507.0,Class 4
2024,1,January,2024-01,259799.0,Class 5
2024,1,January,2024-01,7682.0,Class 6
2024,1,January,2024-01,9923.0,Class 7
2024,1,January,2024-01,47433.0,Class 8
2024,1,January,2024-01,122395.0,Class 9
2024,2,February,2024-02,8293790.0,Class 1
2024,2,February,2024-02,7793.0,Class 11
2024,2,February,2024-02,266884.0,Class 2
2024,2,February,2024-02,83612.0,Class 3
2024,2,February,2024-02,50072.0,Class 4
2024,2,February,2024-02,248955.0,Class 5
2024,2,February,2024-02,7923.0,Class 6
2024,2,February,2024-02,10043.0,Class 7
2024,2,February,2024-02,45048.0,Class 8
2024,2,February,2024-02,118342.0,Class 9
2024,3,March,2024-03,9195368.0,Class 1
2024,3,March,2024-03,13893.0,Class 11
2024,3,March,2024-03,284290.0,Class 2
2024,3,March,2024-03,84361.0,Class 3
2024,3,March,2024-03,52981.0,Class 4
2024,3,March,2024-03,269336.0,Class 5
2024,3,March,2024-03,8100.0,Class 6
2024,3,March,2024-03,13065.0,Class 7
2024,3,March,2024-03,47649.0,Class 8
2024,3,March,2024-03,130067.0,Class 9
2024,4,April,2024-04,9073608.0,Class 1
2024,4,April,2024-04,20361.0,Class 11
2024,4,April,2024-04,292445.0,Class 2
2024,4,April,2024-04,84601.0,Class 3
2024,4,April,2024-04,55669.0,Class 4
2024,4,April,2024-04,280913.0,Class 5
2024,4,April,2024-04,8664.0,Class 6
2024,4,April,2024-04,13912.0,Class 7
2024,4,April,2024-04,47305.0,Class 8
2024,4,April,2024-04,131676.0,Class 9
2024,5,May,2024-05,9676780.0,Class 1
2024,5,May,2024-05,29944.0,Class 11
2024,5,May,2024-05,308837.0,Class 2
2024,5,May,2024-05,89803.0,Class 3
2024,5,May,2024-05,57634.0,Class 4
2024,5,May,2024-05,287425.0,Class 5
2024,5,May,2024-05,9124.0,Class 6
2024,5,May,2024-05,15021.0,Class 7
2024,5,May,2024-05,49648.0,Class 8
2024,5,May,2024-05,134758.0,Class 9
2024,6,June,2024-06,9645627.0,Class 1
2024,6,June,2024-06,35609.0,Class 11
2024,6,June,2024-06,293907.0,Class 2
2024,6,June,2024-06,84951.0,Class 3
2024,6,June,2024-06,54586.0,Class 4
2024,6,June,2024-06,276721.0,Class 5
2024,6,June,2024-06,8828.0,Class 6
2024,6,June,2024-06,16126.0,Class 7
2024,6,June,2024-06,46288.0,Class 8
2024,6,June,2024-06,127634.0,Class 9
2024,7,July,2024-07,9705309.0,Class 1
2024,7,July,2024-07,33328.0,Class 11
2024,7,July,2024-07,304272.0,Class 2
2024,7,July,2024-07,90293.0,Class 3
2024,7,July,2024-07,55092.0,Class 4
2024,7,July,2024-07,287298.0,Class 5
2024,7,July,2024-07,9516.0,Class 6
2024,7,July,2024-07,15362.0,Class 7
2024,7,July,2024-07,50102.0,Class 8
2024,7,July,2024-07,133312.0,Class 9
2024,8,August,2024-08,9728210.0,Class 1
2024,8,August,2024-08,31488.0,Class 11
2024,8,August,2024-08,303000.0,Class 2
2024,8,August,2024-08,88951.0,Class 3
2024,8,August,2024-08,55829.0,Class 4
2024,8,August,2024-08,277924.0,Class 5
2024,8,August,2024-08,9131.0,Class 6
2024,8,August,2024-08,16441.0,Class 7
2024,8,August,2024-08,48718.0,Class 8
2024,8,August,2024-08,132863.0,Class 9
2024,9,September,2024-09,9277311.0,Class 1
2024,9,September,2024-09,33148.0,Class 11
2024,9,September,2024-09,291533.0,Class 2
2024,9,September,2024-09,84367.0,Class 3
2024,9,September,2024-09,51294.0,Class 4
2024,9,September,2024-09,258935.0,Class 5
2024,9,September,2024-09,9204.0,Class 6
2024,9,September,2024-09,18575.0,Class 7
2024,9,September,2024-09,47761.0,Class 8
2024,9,September,2024-09,123429.0,Class 9
2024,10,October,2024-10,9567637.0,Class 1
2024,10,October,2024-10,31093.0,Class 11
2024,10,October,2024-10,312000.0,Class 2
2024,10,October,2024-10,101885.0,Class 3
2024,10,October,2024-10,59401.0,Class 4
2024,10,October,2024-10,282566.0,Class 5
2024,10,October,2024-10,10478.0,Class 6
2024,10,October,2024-10,21121.0,Class 7
2024,10,October,2024-10,51162.0,Class 8
2024,10,October,2024-10,137008.0,Class 9
2024,11,November,2024-11,9179061.0,Class 1
2024,11,November,2024-11,18195.0,Class 11
2024,11,November,2024-11,281970.0,Class 2
2024,11,November,2024-11,84508.0,Class 3
2024,11,November,2024-11,52886.0,Class 4
2024,11,November,2024-11,279288.0,Class 5
2024,11,November,2024-11,8540.0,Class 6
2024,11,November,2024-11,11928.0,Class 7
2024,11,November,2024-11,45765.0,Class 8
2024,11,November,2024-11,122616.0,Class 9
2024,12,December,2024-12,9517094.0,Class 1
2024,12,December,2024-12,8119.0,Class 11
2024,12,December,2024-12,291649.0,Class 2
2024,12,December,2024-12,88300.0,Class 3
2024,12,December,2024-12,49943.0,Class 4
2024,12,December,2024-12,281565.0,Class 5
2024,12,December,2024-12,9230.0,Class 6
2024,12,December,2024-12,11509.0,Class 7
2024,12,December,2024-12,49942.0,Class 8
2024,12,December,2024-12,122849.0,Class 9
2025,1,January,2025-01,8324302.0,Class 1
2025,1,January,2025-01,6580.0,Class 11
2025,1,January,2025-01,280307.0,Class 2
2025,1,January,2025-01,86509.0,Class 3
2025,1,January,2025-01,50917.0,Class 4
2025,1,January,2025-01,283338.0,Class 5
2025,1,January,2025-01,8415.0,Class 6
2025,1,January,2025-01,9940.0,Class 7
2025,1,January,2025-01,43688.0,Class 8
2025,1,January,2025-01,126495.0,Class 9
2025,2,February,2025-02,7716157.0,Class 1
2025,2,February,2025-02,6341.0,Class 11
2025,2,February,2025-02,262121.0,Class 2
2025,2,February,2025-02,77890.0,Class 3
2025,2,February,2025-02,48428.0,Class 4
2025,2,February,2025-02,255600.0,Class 5
2025,2,February,2025-02,7962.0,Class 6
2025,2,February,2025-02,10617.0,Class 7
2025,2,February,2025-02,40888.0,Class 8
2025,2,February,2025-02,119151.0,Class 9
2025,3,March,2025-03,9118623.0,Class 1
2025,3,March,2025-03,13956.0,Class 11
2025,3,March,2025-03,288851.0,Class 2
2025,3,March,2025-03,87033.0,Class 3
2025,3,March,2025-03,51979.0,Class 4
2025,3,March,2025-03,287488.0,Class 5
2025,3,March,2025-03,9664.0,Class 6
2025,3,March,2025-03,15860.0,Class 7
2025,3,March,2025-03,46227.0,Class 8
2025,3,March,2025-03,130044.0,Class 9
2025,4,April,2025-04,9018873.0,Class 1
2025,4,April,2025-04,19850.0,Class 11
2025,4,April,2025-04,293978.0,Class 2
2025,4,April,2025-04,86255.0,Class 3
2025,4,April,2025-04,53194.0,Class 4
2025,4,April,2025-04,291056.0,Class 5
2025,4,April,2025-04,10561.0,Class 6
2025,4,April,2025-04,19508.0,Class 7
2025,4,April,2025-04,44649.0,Class 8
2025,4,April,2025-04,134785.0,Class 9
2025,5,May,2025-05,9726677.0,Class 1
2025,5,May,2025-05,24320.0,Class 11
2025,5,May,2025-05,308260.0,Class 2
2025,5,May,2025-05,82995.0,Class 3
2025,5,May,2025-05,55825.0,Class 4
2025,5,May,2025-05,295354.0,Class 5
2025,5,May,2025-05,10699.0,Class 6
2025,5,May,2025-05,17960.0,Class 7
2025,5,May,2025-05,46322.0,Class 8
2025,5,May,2025-05,136192.0,Class 9
